subject,L23,L30,L31,L32,L36,L37,L38,L39,L40,L41,L44,L45,L47,L48,L49,L50,L51,L52,L55,L56,L57,L58,L59,L60,L61,L62,L75,L76,L100,L101,L102,L103,L104,L105,L106,L107,L108,L109,L112,L113,L114,L115,L116,L117,L118,L119,L120,L121,L122,L123,L124,L125,L128,L129,L132,L133,L134,L135,L136,L137,L138,L139,L140,L141,L142,L143,L144,L145,L146,L147,L148,L149,L150,L151,L152,L153,L154,L155,L156,L157,L160,L161,L162,L163,L164,L165,L166,L167,L168,L169,L170,L171,L172,L173,L174,L175,L176,L177,L178,L179,L180,L181,L182,L183,L184,L185,L186,L187,L190,L191,L192,L193,L194,L195,L196,L197,L198,L199,L200,L201,L202,L203,L204,L205,L206,L207
sub-wrap0456_ses-110902,0.485,0.54,1.321,1.127,3.609,3.555,46.772,45.625,9.158,9.13,208.287,213.095,4.082,3.92,0.258,0.357,8.179,9.508000000000001,1.28,1.448,3.7520000000000002,3.988,7.119,7.5680000000000005,4.523,4.635,0.328,0.552,4.413,4.452,4.496,4.614,2.446,2.5500000000000003,9.369,9.723,3.3080000000000003,3.5060000000000002,3.146,3.807,5.856,5.355,2.871,2.761,1.619,1.587,3.686,3.774,8.654,7.767,2.379,2.636,7.386,7.5680000000000005,11.965,11.669,9.421,9.273,3.134,2.444,5.376,4.609,2.065,1.729,22.167,22.097,5.737,5.743,4.635,4.26,0.937,0.851,2.69,2.503,7.763,7.032,14.351,13.14,2.621,2.58,4.434,5.509,4.522,3.569,1.462,1.806,5.257,4.878,10.34,12.076,3.822,4.521,2.6590000000000003,2.148,2.5180000000000002,2.095,10.455,10.826,2.971,3.407,1.928,1.98,13.063,14.454,1.849,1.899,0.969,1.012,13.96,15.468,5.202,5.799,8.74,10.784,4.514,5.363,13.687000000000001,11.201,7.2410000000000005,7.2170000000000005,10.257,9.065,4.05,4.554,1.491,1.865
sub-wrap0456_ses-131213,0.431,0.509,1.361,1.1360000000000001,3.481,3.503,45.972,46.046,9.638,9.72,219.82,224.287,4.216,3.903,0.262,0.34900000000000003,8.548,10.02,1.373,1.506,3.728,4.047,7.163,7.351,4.564,4.759,0.327,0.518,4.556,4.501,4.535,4.563,2.4250000000000003,2.253,8.98,9.313,3.59,3.8200000000000003,3.063,3.954,5.6000000000000005,5.413,2.686,2.578,1.494,1.679,3.255,3.263,8.432,8.005,2.184,2.474,7.428,7.257000000000001,11.566,11.334,9.76,9.41,2.939,2.205,5.666,4.6450000000000005,2.102,1.68,21.656,22.12,5.743,5.601,4.422,4.275,0.882,0.785,2.658,2.4010000000000002,7.488,6.506,13.774000000000001,12.907,2.8850000000000002,3.454,4.431,5.64,4.297,3.6350000000000002,1.475,1.7910000000000001,5.301,4.894,10.453,12.039,3.615,4.272,2.613,2.197,2.486,2.146,10.329,10.624,2.83,3.462,1.85,1.946,12.363,13.743,1.815,1.879,0.842,0.98,13.361,15.367,4.491,5.593,8.598,10.621,4.329,4.833,13.347,11.212,6.986,6.956,10.108,9.029,3.831,4.335,1.508,1.805
sub-wrap0456_ses-151006,0.427,0.468,1.27,1.074,3.38,3.3810000000000002,42.126,45.401,6.4,8.041,215.339,217.411,4.104,3.826,0.29,0.403,8.99,10.439,1.311,1.438,3.5740000000000003,4.022,6.948,7.332,4.397,4.595,0.319,0.47000000000000003,4.351,4.325,4.255,4.378,2.039,2.242,8.684000000000001,9.042,2.989,3.257,2.986,3.763,5.519,5.316,2.539,2.6510000000000002,1.401,1.592,3.415,3.4290000000000003,8.445,7.704,2.119,2.439,7.509,7.486,11.983,10.950000000000001,9.104000000000001,9.555,2.857,2.061,5.414,4.469,1.986,1.581,20.942,21.365000000000002,5.5760000000000005,5.471,4.291,4.0280000000000005,0.812,0.713,2.562,2.354,7.4030000000000005,6.32,13.706,12.22,2.978,3.075,4.398,5.29,4.203,3.537,1.335,1.7830000000000001,5.171,4.8100000000000005,9.883000000000001,11.48,3.606,4.2860000000000005,2.504,2.082,2.416,2.023,9.818,10.475,2.946,3.307,1.813,1.917,11.962,13.773,1.81,1.824,0.937,0.9590000000000001,13.019,14.761000000000001,4.492,5.344,8.429,10.356,4.075,4.9590000000000005,12.683,10.569,6.524,6.684,9.97,8.956,3.7560000000000002,4.149,1.593,1.758
sub-wrap0456_ses-171201,0.455,0.504,1.291,1.117,3.286,3.415,41.194,41.279,7.994,8.199,209.889,210.226,4.272,3.894,0.28,0.41000000000000003,9.344,10.906,1.304,1.442,3.52,3.906,6.833,7.165,4.371,4.522,0.32,0.47000000000000003,4.362,4.3500000000000005,4.341,4.373,2.271,2.255,8.785,8.756,3.369,3.577,2.998,3.7840000000000003,5.312,5.381,2.621,2.586,1.482,1.534,3.3240000000000003,3.357,8.238,7.424,2.109,2.467,7.054,7.264,11.312,10.884,9.102,9.389,2.94,2.166,5.2540000000000004,4.373,1.99,1.6380000000000001,21.287,21.129,5.479,5.668,4.221,4.151,0.6950000000000001,0.653,2.563,2.2960000000000003,7.515000000000001,6.5600000000000005,13.255,12.551,3.039,2.984,4.393,5.418,4.227,3.416,1.395,1.731,5.08,4.612,9.867,11.731,3.492,4.162,2.5180000000000002,2.041,2.438,2.099,9.943,10.406,2.81,3.2680000000000002,1.801,1.782,11.953,13.721,1.837,1.723,0.9480000000000001,1.075,12.997,14.839,4.559,5.473,8.439,10.194,4.267,4.988,13.169,10.641,6.673,6.728,9.794,8.589,3.662,4.12,1.594,1.731
sub-wrap0456_ses-181221,0.47500000000000003,0.374,1.158,1.19,3.3280000000000003,3.3810000000000002,46.323,46.459,9.351,9.58,202.066,204.055,3.943,3.995,0.545,0.336,12.039,10.602,1.172,1.334,3.839,3.8040000000000003,6.889,7.3740000000000006,4.139,4.366,0.327,0.374,4.422,4.835,4.698,4.439,2.449,1.962,8.63,9.75,3.465,3.35,3.851,4.329,5.5200000000000005,5.575,2.6,2.642,1.924,1.559,4.468,3.468,7.017,9.245000000000001,1.714,2.233,8.151,6.807,12.672,10.198,9.533,10.11,2.198,2.294,5.212,5.127,1.818,1.327,20.967,21.96,5.479,5.987,3.751,4.346,0.76,0.961,3.213,2.35,7.147,7.751,11.828,13.642,3.1670000000000003,1.847,5.118,3.196,3.964,3.4090000000000003,2.282,1.217,5.132,5.216,12.27,11.285,3.831,3.725,2.294,2.491,2.791,1.681,10.933,9.567,2.872,3.172,2.299,2.309,13.422,12.636000000000001,1.85,1.618,1.061,1.357,14.122,13.188,5.284,5.3950000000000005,10.394,9.859,5.5200000000000005,4.658,10.599,14.468,7.265000000000001,7.2250000000000005,9.057,9.373,3.866,4.538,2.0300000000000002,1.5350000000000001
sub-wrap0456_ses-220326,0.42997493863105773,0.36602994775772096,1.11793484044075,1.2370048234462738,3.207172042250633,3.2622970343828204,44.32490367364883,45.95880844044685,9.071368705272675,9.023961212038994,173.5753702261448,175.28755248177052,3.913874441385269,3.859851949095726,0.697882400393486,0.41453994083404544,13.879370519042016,11.991890788435937,1.2171598262786865,1.3097698130607605,3.755114464044571,3.587534487962723,6.597359058380127,7.093483987569809,4.115631912589073,4.392359373092652,0.315314954996109,0.340672451376915,4.27990438914299,4.749569322109223,4.719801826357842,4.482764360189438,2.6096171275377276,1.9922172156572342,8.655726264595986,10.310578528404235,3.3879820164442065,3.490514501810074,3.9072594423294067,4.305261885523796,6.134309124469757,5.8344291672706605,2.5710296330451965,2.61623212659359,1.6967472578287126,1.5357822808027268,4.90502179992199,5.303024243116379,6.728556539654732,8.613831270575524,1.9459122222661973,2.3483246648311615,8.377896304249763,7.068126491189004,12.342485738396645,10.361293521165848,9.589543631315232,10.373421019434929,2.4596771489381792,2.604104628324509,4.942506794571877,4.97888928937912,1.6757997608184816,1.2425173226594926,20.863707022190095,22.677319263339044,4.6690868335962294,5.594084201574326,4.021919425964356,4.408896870732308,0.8842048738002778,1.3185898118019104,3.066052062392235,2.2127171841859816,7.642528909206391,8.108886342644691,12.516680713534356,14.210120471835136,3.352702021479607,2.0539572068452836,5.006451785445213,2.9701345760822297,3.7859844596385956,3.675734475374222,2.304224671125412,1.3141798124313355,4.627191839575768,4.907226799607277,12.027170783400535,11.324878383636475,3.6437619799375534,3.4772845036983493,2.233664681196213,2.408962156176567,2.632769624233246,1.497194786310196,11.348030880331994,10.781345961213113,3.0054145710468294,3.2656045339107513,2.3571446635723117,2.339504666090012,14.278475462079049,13.405295586705208,1.770614747285843,1.58098477435112,1.0076848561763765,1.2877198162078858,14.770190391898156,13.723918041229249,5.124419268608094,5.355944235563278,10.595023487806321,10.6600709785223,6.115566627144814,4.96124929189682,10.69204347395897,14.038130496382713,7.311778956413269,7.084663988828659,8.682186260819435,10.073541062235833,4.047276922345161,5.122214268922806,1.9326822241544723,1.467427290558815
sub-wrap0457_ses-110517,0.362,0.453,1.181,1.0030000000000001,3.13,2.94,49.929,47.933,13.218,13.784,222.142,219.336,3.939,3.65,0.255,0.191,3.1950000000000003,3.4450000000000003,1.3840000000000001,1.491,4.116,4.3,7.448,7.752,5.335,5.509,0.46,0.607,4.032,5.369,4.224,4.166,2.251,1.941,10.458,10.281,3.285,3.719,3.8040000000000003,4.215,5.7490000000000006,5.13,1.979,2.071,2.019,1.616,3.107,3.3200000000000003,7.8,10.911,1.736,1.982,6.735,5.131,14.35,10.076,9.455,7.777,3.192,1.234,4.51,5.146,1.867,2.116,21.014,16.079,4.851,6.1930000000000005,3.1710000000000003,4.446,1.8760000000000001,1.407,3.1910000000000003,3.16,7.128,4.917,12.997,14.934000000000001,2.1350000000000002,2.657,2.995,3.852,3.232,3.15,0.78,1.4040000000000001,4.423,4.979,10.084,10.244,3.543,4.14,2.689,2.08,1.607,2.021,11.212,11.207,2.88,2.978,1.864,2.0300000000000002,12.754,13.306000000000001,1.183,2.248,0.751,0.766,12.889000000000001,16.8,6.011,5.277,7.221,7.159,4.829,3.4370000000000003,11.28,11.252,8.09,8.284,9.612,7.902,3.411,4.609,1.99,1.807
sub-wrap0457_ses-110802,0.378,0.467,1.239,1.029,3.073,2.926,50.301,48.089,13.059000000000001,13.337,219.333,213.731,3.968,3.551,0.28800000000000003,0.234,4.032,4.4510000000000005,1.425,1.486,4.138,4.313,7.501,7.906000000000001,5.263,5.481,0.46900000000000003,0.618,3.942,5.369,4.139,4.14,2.219,1.99,10.863,10.66,3.347,3.713,3.6590000000000003,4.206,5.632,5.07,2.019,2.197,2.0380000000000003,1.506,3.005,3.363,7.9190000000000005,11.255,1.745,2.036,6.49,5.1370000000000005,14.43,10.164,9.488,7.8180000000000005,3.204,1.205,4.557,5.071,1.811,2.051,20.987000000000002,16.09,5.003,6.034,3.1310000000000002,4.4190000000000005,1.895,1.345,3.266,3.1350000000000002,7.252,5.067,12.94,14.48,1.995,2.695,2.971,4.042,3.235,3.057,0.712,1.332,4.359,4.915,10.242,10.57,3.723,4.18,2.6550000000000002,2.061,1.553,2.058,11.024000000000001,10.919,2.939,3.0020000000000002,1.862,2.007,12.736,13.346,1.164,2.204,0.773,0.836,12.74,17.095,6.187,5.472,7.218,7.281000000000001,4.649,3.205,11.243,11.462,7.921,8.261000000000001,9.388,8.186,3.325,4.721,1.981,1.794
sub-wrap0457_ses-131111,0.34500000000000003,0.464,1.158,0.963,3.118,2.985,49.410000000000004,48.161,12.664,13.335,219.538,221.708,4.087,3.645,0.253,0.14100000000000001,3.525,3.689,1.425,1.494,4.074,4.2700000000000005,7.463,7.781000000000001,5.308,5.492,0.431,0.5670000000000001,3.985,5.316,4.071,4.098,2.367,2.1630000000000003,10.415000000000001,10.152000000000001,3.109,3.653,3.754,4.118,5.473,5.078,2.003,2.13,2.062,1.673,3.0060000000000002,3.169,7.672000000000001,10.917,1.79,1.905,6.676,5.149,14.134,10.068,9.385,7.825,3.192,1.137,4.43,5.151,1.917,1.966,21.337,16.028,4.801,6.053,3.148,4.409,1.842,1.332,3.116,2.977,6.7780000000000005,4.84,12.975,14.282,2.412,3.057,3.0420000000000003,3.92,3.134,3.08,0.8190000000000001,1.453,4.271,4.884,10.069,10.218,3.583,4.0840000000000005,2.567,2.031,1.579,2.077,11.13,10.259,2.703,2.862,1.842,1.983,12.882,12.839,1.1400000000000001,2.166,0.739,0.768,12.729000000000001,16.71,5.761,5.019,7.19,7.094,4.527,3.2600000000000002,11.069,11.316,7.873,7.881,9.096,7.753,3.392,4.276,2.02,1.719
sub-wrap0457_ses-150731,0.335,0.468,1.172,0.998,3.023,2.919,49.19,47.285000000000004,12.629,13.289,221.376,217.73600000000002,3.9,3.527,0.233,0.156,3.9210000000000003,4.238,1.3940000000000001,1.491,3.936,4.2940000000000005,7.357,7.728,5.149,5.496,0.459,0.584,4.218,5.402,3.946,4.006,2.303,2.114,10.233,10.089,3.17,3.479,3.551,4.126,5.513,4.962,2.039,2.075,1.981,1.601,2.939,3.262,7.7250000000000005,10.614,1.6320000000000001,1.983,6.517,5.002,14.131,9.817,9.152000000000001,7.493,3.1550000000000002,1.243,4.615,5.045,1.824,2.0380000000000003,20.57,15.851,4.749,5.988,3.121,4.469,1.7770000000000001,1.264,3.197,2.977,6.835,4.769,12.349,14.489,1.913,2.634,3.037,3.898,3.18,2.993,0.763,1.447,4.311,4.847,9.773,10.138,3.596,4.102,2.666,2.02,1.58,2.037,10.724,10.807,2.839,2.926,1.838,2.0220000000000002,12.31,12.864,1.162,2.1430000000000002,0.791,0.8170000000000001,12.631,16.422,5.71,5.0520000000000005,7.0,7.176,4.495,3.2960000000000003,10.829,10.881,7.767,8.083,9.417,8.072000000000001,3.16,4.245,1.984,1.745
sub-wrap0457_ses-170924,0.373,0.481,1.171,0.9490000000000001,3.0700000000000003,2.914,49.679,47.259,13.487,13.622,228.453,221.745,3.838,3.5260000000000002,0.211,0.158,3.156,3.3280000000000003,1.35,1.442,4.042,4.339,7.338,7.73,5.244,5.5120000000000005,0.435,0.551,3.866,5.335,4.033,4.089,2.291,1.8960000000000001,10.102,10.227,2.989,3.463,3.544,3.952,5.471,4.848,1.965,2.097,1.994,1.686,2.836,3.001,7.736,10.867,1.673,1.942,6.312,5.165,13.599,9.692,8.84,7.437,3.0380000000000003,1.297,4.53,5.048,1.946,2.084,20.72,15.761000000000001,4.798,5.921,2.942,4.216,1.843,1.307,3.274,2.957,6.923,4.729,12.236,14.445,1.799,2.6390000000000002,3.048,3.692,3.222,2.961,0.721,1.337,4.301,4.747,9.696,10.3,3.52,4.074,2.64,2.08,1.528,2.11,10.55,10.81,2.815,2.876,1.8880000000000001,2.101,12.112,12.754,1.159,2.152,0.664,0.756,12.224,16.411,5.526,5.039,6.83,6.98,4.319,3.291,10.762,11.003,7.796,8.062,9.329,7.732,3.269,4.496,1.957,1.71
sub-wrap0457_ses-211002,0.3439799509048462,0.31972495436668397,1.1080123418569565,1.0859623450040818,3.0892045590877535,3.0682570620775222,48.75585054123402,48.56842556798458,10.418623512983322,14.086640489459038,169.80151326477528,179.25324441576004,4.160834406137466,3.840006951928139,0.1278899817466736,0.29657245767116547,4.798079315185547,4.514736855626106,1.160932334303856,1.2568498206138612,3.8653644483089447,3.7529094643592837,7.1430964804887775,7.720806398034096,4.810206813454628,5.14426426577568,0.28444495940208436,0.4454099364280701,5.736306681275368,4.376924375295639,4.4728418616056445,4.381334374666214,2.3527346642017366,2.0539572068452836,12.404225729584695,9.930216082692146,4.013099427223206,3.940334437608719,4.871946804642677,4.09688941526413,6.062646634697915,6.036186638474464,1.8610197343826294,1.7584872490167618,1.854404735326767,2.3538371640443803,3.805829456806183,4.365899376869201,9.42968115413189,7.967766362786294,1.9040172282457353,1.9426047227382661,6.203766614556312,6.203766614556312,11.761468321323395,12.133010768294335,6.645869051456452,11.906998300552369,2.577644632101059,2.754044606924057,6.3492965937852865,5.284281745791436,1.673594761133194,1.004377356648445,18.436002368688584,22.553839280962944,5.548881708025933,5.145366765618324,3.7099119704961776,2.9491870790719985,1.5412947800159456,2.2568171778917314,4.008689427852631,2.868704590559006,6.036186638474464,8.287491317152977,14.958717864990234,12.983038146972657,3.327344525098801,2.1675146906375886,4.755081821322441,2.9657245767116547,3.6922719730138778,2.7562496066093445,1.6471347649097443,0.8334898810386658,5.409966727852821,4.96124929189682,11.676575833439827,12.900350658774377,3.973409432888031,3.58973948764801,2.3858096594810485,2.447549650669098,2.946982079386711,1.3979698004722596,12.47368321967125,13.678715547680856,2.4817271457910537,3.090307058930397,2.574337132573128,2.596387129426003,14.504487929821014,14.384315446972847,2.530237138867378,1.1157298407554628,0.8169523833990098,1.0087873560190201,17.18797254681587,13.038163139104844,5.680079189300537,7.649143908262253,8.398843801259995,10.48256850385666,4.803591814398766,5.503679214477539,14.361162950277329,13.081160632967949,8.472711290717125,8.162908834934235,8.097861344218254,9.06365120637417,4.609551842093468,4.358181877970695,2.1035696997642517,1.766204747915268
sub-wrap0457_ses-231124,0.3849632828235626,0.32650181007385254,1.0732643959522248,1.164817268371582,3.0973550090789796,3.0267600231170655,49.063515243530276,49.75843463659287,12.024311593294144,13.297227433919906,172.81542258810995,180.96142214012147,4.322839843511582,3.9764831936359406,0.1356747386455536,0.2448763575553894,5.099384689092636,4.673608680009842,0.8515520181655883,1.1129740755558013,3.8937546944618227,3.471287825345993,6.940369557380676,7.495202025175095,4.729864059448242,5.129166948795318,0.21509409785270692,0.36621148967742917,4.813695605278015,4.270996650695801,4.8004590454101566,4.704493986368179,2.318604070186615,1.6181694438457488,11.63714221715927,9.70129533648491,3.075294075965881,2.9164553575515746,5.278078247308731,4.384610456228256,5.3883829128742216,5.580313030958176,1.8751793146133422,1.8343665883541107,2.0020296800136568,2.5094311416149138,3.958834447145462,4.689051333189011,8.998654616832733,8.436100822448731,1.9932053067684172,2.0582850594520568,6.426349815845489,4.791634672164917,11.944892234086991,12.038651199817657,7.188555054903031,10.63006062054634,2.3329436767101286,2.7675440590381624,6.642546960353851,5.504202811717987,1.7207527828216553,1.0412760429382324,18.801430245637892,21.32520099377632,3.9742771003246307,4.657062980175018,3.7503586292266844,2.9407223839759826,1.628096863746643,2.2634517374038694,4.021708106517791,2.923073637485504,7.350702913284302,8.92585353755951,14.01751690006256,12.507446028470993,2.663857673406601,1.7990690953731536,3.256193727493286,1.9921022601127625,3.8352932217121123,2.7509983592033387,1.6832491965293883,0.9475170772075653,5.488760158538819,5.3332305800914765,11.36027750658989,13.078824196100236,3.8187475218772886,3.875002901315689,2.4553818554878233,2.4653092753887176,2.9980808100700376,1.4317545590400695,12.630987253904342,14.389243623018265,2.7487922658920287,3.101767195701599,2.7377617993354795,2.758719685792923,15.311390627145768,14.521609221696853,2.498400675058365,1.1593020350933074,0.8427276449203491,1.0644400227069855,18.042534146547318,13.191334954977036,5.492069298505783,7.7290479161739345,8.270643824100494,11.126431615591049,4.322839843511582,3.8584572014808654,14.191798271656037,14.181870851755143,8.02245832657814,8.114011198997497,8.048931446313858,9.258973627567292,4.853405284881592,4.46402981543541,2.089170365810394,1.7527411358356475
sub-wrap0458_ses-111007,0.519,0.498,1.186,1.096,3.701,3.875,54.899,54.125,12.115,12.131,226.198,229.328,3.673,3.63,0.682,0.899,19.791,22.071,1.5130000000000001,1.552,5.17,5.7620000000000005,7.981,8.696,5.484,5.675,0.388,0.531,6.059,5.589,3.983,3.595,2.364,1.865,9.599,6.931,5.255,4.803,4.113,4.12,5.452,5.147,2.3810000000000002,2.07,1.305,1.282,2.653,2.5500000000000003,9.229000000000001,9.042,1.546,1.927,9.173,7.164000000000001,12.986,13.154,10.545,9.306000000000001,2.847,1.798,5.461,4.279,2.485,1.514,19.052,19.662,4.932,5.091,4.159,5.165,1.107,1.357,2.688,2.606,5.728,5.718,15.693,15.450000000000001,2.66,2.987,2.81,3.915,5.1530000000000005,2.666,1.424,1.782,5.339,5.823,11.339,12.712,2.331,2.91,2.122,2.314,2.2640000000000002,2.52,9.602,10.522,2.588,2.644,1.479,1.9140000000000001,12.324,14.08,1.5290000000000001,1.991,1.385,1.98,14.065,16.454,5.305,6.398000000000001,9.599,9.977,5.158,4.174,11.723,12.872,7.188,6.359,7.546,7.2330000000000005,3.52,2.722,1.468,1.622
sub-wrap0459_ses-110824,0.4,0.418,1.249,1.102,3.344,3.402,51.923,53.434000000000005,12.418000000000001,11.847,194.907,197.84,4.3340000000000005,4.188,0.745,0.839,10.827,10.84,1.411,1.447,4.0920000000000005,4.366,7.8790000000000004,8.292,5.008,5.5120000000000005,0.47600000000000003,0.562,5.002,6.182,3.98,4.223,1.974,2.107,8.458,6.982,4.2,4.553,3.266,3.378,6.086,5.319,2.0460000000000003,2.085,1.732,1.18,2.576,3.6,8.093,6.7700000000000005,2.205,1.812,6.285,6.2090000000000005,13.238,12.565,9.374,9.975,2.3000000000000003,2.914,4.849,5.043,2.592,1.572,17.146,20.419,5.561,4.546,4.109,4.099,1.24,0.963,3.1390000000000002,2.4210000000000003,6.369,5.1000000000000005,13.709,13.064,2.482,1.994,3.882,2.616,4.311,2.5,1.356,1.335,4.655,4.469,8.548,10.365,2.5100000000000002,3.551,2.601,2.244,2.519,2.375,10.401,11.297,2.343,2.394,2.0180000000000002,1.551,12.448,13.786,1.675,1.861,0.844,0.801,17.86,16.888,5.525,5.021,8.122,10.708,3.867,4.998,12.505,12.017,5.953,6.615,8.065,7.484,2.758,1.721,1.245,1.078
sub-wrap0459_ses-131121,0.428,0.369,1.166,1.004,3.2560000000000002,3.326,44.086,44.859,12.826,12.703,205.511,212.693,4.271,4.248,0.739,0.629,11.616,11.498000000000001,1.48,1.534,4.118,4.401,7.694,7.972,5.1530000000000005,5.565,0.444,0.522,4.869,5.9190000000000005,3.9010000000000002,4.146,1.954,2.058,8.311,6.946,4.173,4.492,3.294,3.388,5.742,5.297,1.998,2.128,1.561,1.191,2.633,3.426,8.031,7.081,2.227,1.729,6.104,5.942,12.672,12.131,9.533,9.97,2.471,2.755,5.018,5.043,2.6350000000000002,1.5090000000000001,16.763,20.243000000000002,5.282,4.46,4.508,4.089,1.186,0.913,3.16,2.345,6.399,4.695,13.783,12.544,2.356,2.199,4.0040000000000004,3.209,4.362,2.616,1.296,1.366,4.707,4.5360000000000005,8.481,10.436,2.463,3.266,2.5580000000000003,2.203,2.6870000000000003,2.562,10.086,11.036,2.2640000000000002,2.571,1.839,1.473,12.175,13.441,1.606,1.83,0.935,0.8190000000000001,17.791,16.261,5.346,4.755,8.232,10.519,4.1770000000000005,4.872,11.562,11.755,5.823,6.136,8.152000000000001,7.519,2.376,1.573,1.326,0.991
sub-wrap0459_ses-150924,0.403,0.392,1.21,1.099,3.229,3.351,50.54,52.495000000000005,12.244,11.991,198.633,198.97,4.2540000000000004,4.228,0.712,0.71,12.521,12.467,1.408,1.473,3.971,4.386,7.484,7.930000000000001,5.015,5.416,0.456,0.533,5.058,5.933,3.827,4.057,1.881,2.066,7.868,6.863,3.8000000000000003,4.392,3.237,3.2920000000000003,5.909,5.323,1.889,2.16,1.492,1.182,2.376,3.673,7.839,7.135,2.322,1.7790000000000001,6.303,6.359,12.653,12.396,9.499,9.662,2.474,2.657,4.841,4.926,2.5460000000000003,1.528,17.724,19.692,5.256,4.554,4.461,4.245,1.19,0.87,3.309,2.267,5.982,4.758,13.597,12.826,2.262,2.1350000000000002,3.581,2.686,4.3420000000000005,2.684,1.256,1.342,4.926,4.559,8.485,10.34,2.472,3.604,2.466,2.09,2.543,2.295,9.977,10.9,2.375,2.598,1.8760000000000001,1.473,11.937,13.553,1.647,1.586,0.937,0.843,15.921000000000001,16.173000000000002,5.426,4.948,8.061,10.899000000000001,3.849,4.694,11.682,11.514000000000001,5.68,6.402,7.848,7.534,2.346,1.538,1.24,0.99
sub-wrap0459_ses-171028,0.395,0.383,1.176,1.067,3.224,3.371,50.304,52.694,12.167,11.466000000000001,196.774,196.633,4.157,4.151,0.719,0.6890000000000001,13.241,13.222,1.377,1.413,3.907,4.239,7.599,7.871,4.892,5.3420000000000005,0.41600000000000004,0.52,4.924,5.813,3.854,4.043,1.758,1.995,7.793,6.856,3.652,4.241,3.0180000000000002,3.232,5.514,5.03,1.947,2.036,1.463,1.093,2.411,3.4370000000000003,7.775,7.173,2.221,1.81,6.251,6.559,12.236,12.115,9.118,9.493,2.478,2.54,4.822,4.924,2.453,1.5190000000000001,17.127,19.194,5.189,4.464,4.21,4.29,1.07,0.889,3.213,2.2520000000000002,5.848,4.5360000000000005,13.334,12.762,2.093,1.947,3.835,2.482,4.232,2.58,1.26,1.339,4.873,4.428,8.133000000000001,10.061,2.477,3.418,2.3930000000000002,2.153,2.4,2.016,9.796,10.662,2.362,2.54,1.7610000000000001,1.482,11.713000000000001,13.514000000000001,1.6300000000000001,1.738,0.972,0.8220000000000001,16.079,16.285,5.516,4.871,7.9030000000000005,10.854000000000001,4.016,4.5,11.476,11.543000000000001,5.4590000000000005,6.344,8.062,7.288,2.255,1.576,1.346,0.915
sub-wrap0459_ses-180818,0.382,0.269,1.1480000000000001,1.168,3.124,3.343,56.096000000000004,54.162,12.249,14.085,196.913,212.496,4.368,4.297,0.595,0.675,13.355,13.315,1.233,1.381,4.114,4.139,7.558,8.312,4.995,4.953,0.422,0.5700000000000001,6.477,4.75,4.448,3.978,1.937,1.938,7.641,7.716,4.473,3.494,4.071,4.346,5.458,5.285,1.996,2.074,1.339,1.943,3.3890000000000002,3.391,6.862,8.351,1.5110000000000001,2.225,7.473,6.135,12.429,10.444,9.395,8.753,2.548,1.871,5.396,4.902,1.5210000000000001,2.039,21.867,18.844,5.0280000000000005,5.805,3.978,4.016,0.767,1.243,3.4050000000000002,2.658,5.652,7.101,12.163,14.535,2.226,2.986,3.141,3.078,3.382,4.015,1.723,1.055,4.4190000000000005,5.053,10.584,9.576,2.982,3.1310000000000002,2.3810000000000002,2.533,2.262,2.228,12.036,10.141,2.457,2.574,1.928,2.251,13.34,11.684000000000001,2.363,1.7590000000000001,0.855,1.221,15.514000000000001,15.089,4.531,6.058,9.115,9.349,5.437,3.064,11.442,11.473,6.678,5.8790000000000004,7.918,8.089,1.993,3.14,0.923,1.487
sub-wrap0459_ses-210312,0.462,0.311,1.173,1.281,3.172,3.376,53.754,53.033,11.459,14.291,171.091,184.505,4.271,4.075,0.6920000000000001,0.867,14.455,14.975,1.192,1.361,4.1770000000000005,4.115,7.456,8.276,5.009,5.0360000000000005,0.385,0.49,6.49,5.055,4.472,4.108,2.48,1.877,7.862,9.305,4.597,3.732,3.928,4.1290000000000004,5.948,5.863,2.1,2.074,1.268,2.0460000000000003,3.995,4.616,6.44,8.134,1.532,2.344,8.973,6.099,13.106,10.177,10.651,8.99,2.641,2.125,5.113,5.021,1.416,1.988,21.236,17.842,4.872,5.769,3.822,3.9050000000000002,0.893,1.336,3.583,2.745,5.597,6.931,13.424,15.681000000000001,1.671,2.741,2.219,3.819,3.4,4.213,1.82,1.092,4.46,4.966,10.937,9.841000000000001,3.138,2.906,2.355,2.316,2.198,2.068,12.419,10.446,2.469,2.48,1.8780000000000001,2.1670000000000003,14.530000000000001,12.65,2.192,1.6420000000000001,0.86,1.249,16.247,16.161,4.469,5.69,10.209,10.672,6.013,3.561,11.595,11.853,7.224,5.867,7.953,8.209,1.9040000000000001,2.748,0.985,1.428
